product_id,product_family,technology,part_type,component_density_gb,module_density_gb,speed_mhz,data_rate_mt_s,io_voltage_v,operating_temp_min_c,operating_temp_max_c,bus_width_bits,cas_latency,pin_count,package,component_config,ecc,part_status,package_width_mm,package_length_mm,package_height_mm,inventory_units,weekly_demand_units,inventory_coverage_weeks,backlog_units,backlog_ratio,open_po_units,open_po_coverage,supplier_lead_time_days,supplier_otd_pct,demand_trend_4w_pct,allocation_status,supply_risk_next_4w,lead_time_next_4w_days,datasheet_id
ANM-D5C-0426,DDR5_COMPONENT,DDR5,COMPONENT,32,,2800,5600,1.1,0,95,16,CL46,102,VFBGA,2Gb x16,,Production,7.5,14.0,1.0,387,78,4.96,59,0.756,148,1.91,44,94.6,21.6,Watch,0,56.8,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0427,DDR5_COMPONENT,DDR5,COMPONENT,16,,3200,6400,1.1,-40,95,16,CL52,82,VFBGA,1Gb x16,,Production,7.5,14.0,1.0,969,190,5.1,91,0.479,194,1.03,14,89.9,19.6,None,1,21.1,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0428,DDR5_COMPONENT,DDR5,COMPONENT,32,,2600,5200,1.1,-40,95,4,CL42,82,VFBGA,8Gb x4,,Contact Sales,7.5,14.0,1.0,253,115,2.2,141,1.226,172,1.5,37,88.5,19.4,Watch,1,60.2,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0429,DDR5_COMPONENT,DDR5,COMPONENT,16,,2800,5600,1.1,0,95,16,CL46,78,VFBGA,1Gb x16,,Production,7.5,14.0,1.0,536,95,5.65,56,0.589,137,1.45,32,84.4,9.7,None,0,38.8,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0430,DDR5_COMPONENT,DDR5,COMPONENT,16,,2400,4800,1.1,-40,95,16,CL40,82,VFBGA,1Gb x16,,Sampling,7.5,14.0,1.0,456,195,2.34,199,1.021,356,1.83,51,90.7,-17.4,Watch,0,66.4,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0431,DDR5_COMPONENT,DDR5,COMPONENT,32,,2400,4800,1.1,-40,95,8,CL40,78,VFBGA,4Gb x8,,End of Life,7.5,14.0,1.0,148,107,1.39,198,1.85,120,1.12,41,90.6,28.2,Constrained,1,56.5,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0432,DDR5_COMPONENT,DDR5,COMPONENT,24,,3200,6400,1.1,-40,95,16,CL52,102,VFBGA,1.5Gb x16,,End of Life,7.5,14.0,1.0,1673,439,3.81,0,0.0,1130,2.57,25,97.8,13.0,None,0,21.2,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0433,DDR5_COMPONENT,DDR5,COMPONENT,32,,2800,5600,1.1,0,95,4,CL46,82,VFBGA,8Gb x4,,Sampling,7.5,14.0,1.0,399,223,1.79,115,0.516,357,1.6,15,84.7,23.2,Watch,1,19.7,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0434,DDR5_COMPONENT,DDR5,COMPONENT,16,,2400,4800,1.1,-40,95,16,CL40,78,VFBGA,1Gb x16,,Production,7.5,14.0,1.0,424,159,2.67,57,0.358,228,1.43,52,96.3,19.7,None,0,52.4,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0435,DDR5_COMPONENT,DDR5,COMPONENT,32,,2600,5200,1.1,0,95,16,CL42,78,VFBGA,2Gb x16,,Production,7.5,14.0,1.0,330,142,2.33,90,0.634,166,1.17,60,85.7,-0.4,None,1,69.0,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0436,DDR5_COMPONENT,DDR5,COMPONENT,24,,2800,5600,1.1,0,95,4,CL46,82,VFBGA,6Gb x4,,Production,7.5,14.0,1.0,152,101,1.51,201,1.99,153,1.52,50,86.8,18.6,Constrained,1,69.6,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0437,DDR5_COMPONENT,DDR5,COMPONENT,32,,2400,4800,1.1,-40,95,8,CL40,102,VFBGA,4Gb x8,,Production,7.5,14.0,1.0,242,98,2.47,43,0.439,159,1.62,30,92.0,17.1,None,0,36.9,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0438,DDR5_COMPONENT,DDR5,COMPONENT,32,,3200,6400,1.1,-40,95,4,CL52,82,VFBGA,8Gb x4,,Production,7.5,14.0,1.0,835,291,2.87,407,1.399,826,2.84,35,90.6,13.8,Constrained,1,39.7,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0439,DDR5_COMPONENT,DDR5,COMPONENT,24,,3600,7200,1.1,0,95,16,CL58,82,VFBGA,1.5Gb x16,,Production,7.5,14.0,1.0,473,147,3.22,276,1.878,170,1.16,72,82.5,-16.9,Constrained,0,100.8,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0440,DDR5_COMPONENT,DDR5,COMPONENT,24,,2400,4800,1.1,-40,95,8,CL40,78,VFBGA,3Gb x8,,Production,7.5,14.0,1.0,172,99,1.74,46,0.465,383,3.88,31,87.9,44.9,Watch,0,40.1,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0441,DDR5_COMPONENT,DDR5,COMPONENT,16,,2400,4800,1.1,0,95,16,CL40,102,VFBGA,1Gb x16,,End of Life,7.5,14.0,1.0,1142,149,7.66,14,0.094,361,2.42,14,91.0,-9.2,None,0,20.3,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0442,DDR5_COMPONENT,DDR5,COMPONENT,32,,2400,4800,1.1,0,95,8,CL40,78,VFBGA,4Gb x8,,Production,7.5,14.0,1.0,143,187,0.76,22,0.118,157,0.84,14,87.8,27.7,Constrained,1,18.7,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0443,DDR5_COMPONENT,DDR5,COMPONENT,16,,3200,6400,1.1,-40,95,16,CL52,82,VFBGA,1Gb x16,,Production,7.5,14.0,1.0,302,163,1.86,404,2.479,177,1.09,60,81.1,9.1,Constrained,1,86.1,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0444,DDR5_COMPONENT,DDR5,COMPONENT,32,,3600,7200,1.1,0,95,8,CL58,82,VFBGA,4Gb x8,,Production,7.5,14.0,1.0,476,181,2.63,187,1.033,1023,5.66,44,87.7,30.7,Watch,1,56.9,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0445,DDR5_COMPONENT,DDR5,COMPONENT,32,,3600,7200,1.1,0,95,8,CL58,78,VFBGA,4Gb x8,,Production,7.5,14.0,1.0,220,108,2.04,61,0.565,217,2.02,21,96.1,-12.6,Watch,0,26.9,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0446,DDR5_COMPONENT,DDR5,COMPONENT,16,,3200,6400,1.1,-40,95,4,CL52,82,VFBGA,4Gb x4,,Production,7.5,14.0,1.0,342,74,4.63,75,1.014,235,3.19,27,88.7,30.5,Watch,0,37.5,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0447,DDR5_COMPONENT,DDR5,COMPONENT,16,,3600,7200,1.1,0,95,8,CL58,82,VFBGA,2Gb x8,,Production,7.5,14.0,1.0,369,83,4.45,5,0.06,24,0.3,14,88.8,-1.3,None,0,16.1,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0448,DDR5_COMPONENT,DDR5,COMPONENT,24,,3200,6400,1.1,-40,95,8,CL52,82,VFBGA,3Gb x8,,Production,7.5,14.0,1.0,373,188,1.99,97,0.516,191,1.02,47,94.8,14.4,Watch,1,52.7,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0449,DDR5_COMPONENT,DDR5,COMPONENT,32,,2400,4800,1.1,-40,95,4,CL40,102,VFBGA,8Gb x4,,Production,7.5,14.0,1.0,649,321,2.02,264,0.822,716,2.23,35,94.6,6.3,Watch,1,37.5,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0450,DDR5_COMPONENT,DDR5,COMPONENT,24,,3600,7200,1.1,-40,95,8,CL58,82,VFBGA,3Gb x8,,Production,7.5,14.0,1.0,2216,415,5.34,438,1.055,677,1.63,28,89.6,2.5,Watch,0,23.1,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0451,DDR5_COMPONENT,DDR5,COMPONENT,32,,2400,4800,1.1,0,95,16,CL40,82,VFBGA,2Gb x16,,Production,7.5,14.0,1.0,334,166,2.02,61,0.367,698,4.21,38,92.4,-15.5,Watch,0,43.2,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0452,DDR5_COMPONENT,DDR5,COMPONENT,16,,2600,5200,1.1,0,95,4,CL42,78,VFBGA,4Gb x4,,End of Life,7.5,14.0,1.0,624,150,4.16,0,0.0,370,2.47,21,95.7,32.9,Watch,0,22.8,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0453,DDR5_COMPONENT,DDR5,COMPONENT,32,,2600,5200,1.1,-40,95,16,CL42,102,VFBGA,2Gb x16,,Contact Sales,7.5,14.0,1.0,193,160,1.21,51,0.319,116,0.73,47,91.6,11.1,Watch,1,48.0,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0454,DDR5_COMPONENT,DDR5,COMPONENT,24,,3600,7200,1.1,-40,95,8,CL58,102,VFBGA,3Gb x8,,Production,7.5,14.0,1.0,263,170,1.55,10,0.059,425,2.5,44,95.4,-13.9,Watch,0,45.2,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0455,DDR5_COMPONENT,DDR5,COMPONENT,32,,3600,7200,1.1,-40,95,16,CL58,82,VFBGA,2Gb x16,,Production,7.5,14.0,1.0,185,77,2.41,14,0.182,140,1.83,32,96.4,4.9,None,0,36.8,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0456,DDR5_COMPONENT,DDR5,COMPONENT,32,,2400,4800,1.1,0,95,4,CL40,102,VFBGA,8Gb x4,,Contact Sales,7.5,14.0,1.0,611,268,2.28,0,0.0,71,0.27,16,88.0,11.5,Watch,0,17.3,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0457,DDR5_COMPONENT,DDR5,COMPONENT,24,,3200,6400,1.1,-40,95,16,CL52,78,VFBGA,1.5Gb x16,,Production,7.5,14.0,1.0,545,330,1.65,77,0.233,227,0.69,29,95.2,-31.1,Watch,0,20.5,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0458,DDR5_COMPONENT,DDR5,COMPONENT,32,,3600,7200,1.1,-40,95,16,CL58,82,VFBGA,2Gb x16,,Contact Sales,7.5,14.0,1.0,896,222,4.04,86,0.387,269,1.21,14,95.5,-12.7,None,0,16.9,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0459,DDR5_COMPONENT,DDR5,COMPONENT,16,,2400,4800,1.1,-40,95,16,CL40,82,VFBGA,1Gb x16,,Production,7.5,14.0,1.0,213,123,1.74,193,1.569,138,1.12,57,94.6,-11.7,Constrained,0,75.3,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0460,DDR5_COMPONENT,DDR5,COMPONENT,24,,2800,5600,1.1,-40,95,8,CL46,78,VFBGA,3Gb x8,,Production,7.5,14.0,1.0,328,127,2.59,39,0.307,181,1.43,36,86.2,10.0,None,0,45.8,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0461,DDR5_COMPONENT,DDR5,COMPONENT,24,,2800,5600,1.1,-40,95,8,CL46,78,VFBGA,3Gb x8,,Production,7.5,14.0,1.0,659,300,2.2,159,0.53,467,1.56,58,90.5,-9.7,Watch,0,70.0,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0462,DDR5_COMPONENT,DDR5,COMPONENT,24,,3200,6400,1.1,-40,95,16,CL52,102,VFBGA,1.5Gb x16,,Introduction,7.5,14.0,1.0,160,103,1.55,49,0.476,251,2.45,37,91.9,29.3,Watch,1,41.0,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0463,DDR5_COMPONENT,DDR5,COMPONENT,32,,3600,7200,1.1,0,95,8,CL58,78,VFBGA,4Gb x8,,Production,7.5,14.0,1.0,444,126,3.53,92,0.73,156,1.24,24,92.0,-8.2,Watch,0,33.1,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0464,DDR5_COMPONENT,DDR5,COMPONENT,16,,2600,5200,1.1,-40,95,4,CL42,82,VFBGA,4Gb x4,,Sampling,7.5,14.0,1.0,440,127,3.47,7,0.055,52,0.41,27,93.7,6.6,None,0,25.3,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0465,DDR5_COMPONENT,DDR5,COMPONENT,24,,3600,7200,1.1,0,95,8,CL58,78,VFBGA,3Gb x8,,Production,7.5,14.0,1.0,5307,806,6.58,129,0.16,803,1.0,14,92.6,14.5,None,0,20.1,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0466,DDR5_COMPONENT,DDR5,COMPONENT,16,,3200,6400,1.1,-40,95,16,CL52,78,VFBGA,1Gb x16,,Introduction,7.5,14.0,1.0,209,98,2.14,133,1.357,365,3.73,35,91.8,15.4,Constrained,1,47.8,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0467,DDR5_COMPONENT,DDR5,COMPONENT,32,,2400,4800,1.1,0,95,8,CL40,78,VFBGA,4Gb x8,,Production,7.5,14.0,1.0,726,97,7.49,5,0.052,176,1.82,14,87.1,3.9,None,0,12.0,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0468,DDR5_COMPONENT,DDR5,COMPONENT,16,,2600,5200,1.1,0,95,16,CL42,82,VFBGA,1Gb x16,,Production,7.5,14.0,1.0,174,129,1.35,129,1.0,298,2.32,32,89.5,15.6,Watch,0,48.6,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0469,DDR5_COMPONENT,DDR5,COMPONENT,32,,2400,4800,1.1,0,95,8,CL40,102,VFBGA,4Gb x8,,Introduction,7.5,14.0,1.0,127,112,1.14,0,0.0,210,1.88,54,86.6,6.0,Constrained,1,59.4,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0470,DDR5_COMPONENT,DDR5,COMPONENT,32,,2800,5600,1.1,-40,95,16,CL46,82,VFBGA,2Gb x16,,Contact Sales,7.5,14.0,1.0,135,117,1.16,216,1.846,416,3.56,81,89.7,14.6,Constrained,1,108.3,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0471,DDR5_COMPONENT,DDR5,COMPONENT,16,,3200,6400,1.1,-40,95,8,CL52,78,VFBGA,2Gb x8,,Production,7.5,14.0,1.0,377,189,2.0,71,0.376,133,0.71,35,91.9,42.6,Watch,0,48.1,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0472,DDR5_COMPONENT,DDR5,COMPONENT,24,,3600,7200,1.1,-40,95,16,CL58,102,VFBGA,1.5Gb x16,,Production,7.5,14.0,1.0,995,252,3.95,108,0.429,864,3.43,41,87.1,14.6,None,1,46.4,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0473,DDR5_COMPONENT,DDR5,COMPONENT,24,,2800,5600,1.1,-40,95,8,CL46,78,VFBGA,3Gb x8,,Production,7.5,14.0,1.0,257,155,1.66,0,0.0,404,2.61,40,92.2,31.5,Watch,0,45.3,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0474,DDR5_COMPONENT,DDR5,COMPONENT,16,,3600,7200,1.1,-40,95,8,CL58,102,VFBGA,2Gb x8,,Production,7.5,14.0,1.0,397,89,4.46,26,0.292,275,3.1,18,89.0,1.8,None,0,22.8,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0475,DDR5_COMPONENT,DDR5,COMPONENT,24,,2800,5600,1.1,-40,95,8,CL46,102,VFBGA,3Gb x8,,Production,7.5,14.0,1.0,251,103,2.44,145,1.408,85,0.83,38,95.0,-33.3,Constrained,0,46.7,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0476,DDR5_COMPONENT,DDR5,COMPONENT,32,,2600,5200,1.1,0,95,8,CL42,102,VFBGA,4Gb x8,,Production,7.5,14.0,1.0,59,188,0.32,137,0.729,21,0.12,53,91.2,14.2,Constrained,1,70.0,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0477,DDR5_COMPONENT,DDR5,COMPONENT,16,,3600,7200,1.1,-40,95,4,CL58,82,VFBGA,4Gb x4,,Production,7.5,14.0,1.0,397,131,3.04,700,5.344,308,2.35,78,70.0,9.6,Constrained,1,140.0,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0478,DDR5_COMPONENT,DDR5,COMPONENT,32,,2600,5200,1.1,-40,95,16,CL42,78,VFBGA,2Gb x16,,Production,7.5,14.0,1.0,180,60,3.01,10,0.167,61,1.03,39,88.4,22.9,None,0,46.0,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0479,DDR5_COMPONENT,DDR5,COMPONENT,24,,3200,6400,1.1,-40,95,8,CL52,102,VFBGA,3Gb x8,,Production,7.5,14.0,1.0,259,99,2.62,46,0.465,183,1.86,26,92.7,18.2,None,0,33.2,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0480,DDR5_COMPONENT,DDR5,COMPONENT,24,,2400,4800,1.1,0,95,16,CL40,78,VFBGA,1.5Gb x16,,Production,7.5,14.0,1.0,604,151,4.01,81,0.536,303,2.01,25,86.0,45.0,Watch,0,30.1,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0481,DDR5_COMPONENT,DDR5,COMPONENT,24,,3600,7200,1.1,-40,95,8,CL58,78,VFBGA,3Gb x8,,Production,7.5,14.0,1.0,175,84,2.09,69,0.821,249,2.97,44,95.1,-4.4,Watch,1,51.7,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0482,DDR5_COMPONENT,DDR5,COMPONENT,24,,3600,7200,1.1,0,95,8,CL58,102,VFBGA,3Gb x8,,Production,7.5,14.0,1.0,90,128,0.71,290,2.266,254,1.99,63,84.0,18.9,Constrained,1,94.0,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0483,DDR5_COMPONENT,DDR5,COMPONENT,24,,2600,5200,1.1,0,95,8,CL42,82,VFBGA,3Gb x8,,Production,7.5,14.0,1.0,133,47,2.85,36,0.766,126,2.69,32,94.7,6.3,Watch,0,29.9,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0484,DDR5_COMPONENT,DDR5,COMPONENT,16,,3600,7200,1.1,-40,95,4,CL58,78,VFBGA,4Gb x4,,Production,7.5,14.0,1.0,540,248,2.18,54,0.218,103,0.42,34,99.8,3.6,Watch,0,36.9,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0485,DDR5_COMPONENT,DDR5,COMPONENT,24,,3200,6400,1.1,-40,95,8,CL52,78,VFBGA,3Gb x8,,Production,7.5,14.0,1.0,190,77,2.47,1,0.013,214,2.79,51,94.3,35.4,Watch,0,65.1,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0486,DDR5_COMPONENT,DDR5,COMPONENT,16,,2800,5600,1.1,0,95,16,CL46,102,VFBGA,1Gb x16,,Production,7.5,14.0,1.0,191,57,3.36,75,1.316,350,6.15,42,87.2,-28.8,Constrained,0,52.0,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0487,DDR5_COMPONENT,DDR5,COMPONENT,16,,2800,5600,1.1,0,95,8,CL46,82,VFBGA,2Gb x8,,Production,7.5,14.0,1.0,542,69,7.86,0,0.0,50,0.73,14,91.6,5.0,None,0,11.1,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0488,DDR5_COMPONENT,DDR5,COMPONENT,16,,2400,4800,1.1,-40,95,8,CL40,102,VFBGA,2Gb x8,,Production,7.5,14.0,1.0,1310,218,6.01,133,0.61,347,1.59,14,92.4,-15.3,None,0,20.2,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0489,DDR5_COMPONENT,DDR5,COMPONENT,24,,2600,5200,1.1,-40,95,8,CL42,78,VFBGA,3Gb x8,,Production,7.5,14.0,1.0,1311,113,11.6,110,0.973,167,1.49,14,97.3,-9.2,Watch,0,14.6,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0490,DDR5_COMPONENT,DDR5,COMPONENT,24,,2400,4800,1.1,0,95,4,CL40,78,VFBGA,6Gb x4,,Sampling,7.5,14.0,1.0,172,124,1.39,126,1.016,103,0.84,43,90.9,6.7,Watch,0,54.3,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0491,DDR5_COMPONENT,DDR5,COMPONENT,16,,2400,4800,1.1,0,95,8,CL40,102,VFBGA,2Gb x8,,Production,7.5,14.0,1.0,929,188,4.95,160,0.851,385,2.05,35,89.6,-4.0,Watch,0,40.8,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0492,DDR5_COMPONENT,DDR5,COMPONENT,16,,3600,7200,1.1,0,95,4,CL58,78,VFBGA,4Gb x4,,Production,7.5,14.0,1.0,380,210,1.81,297,1.414,225,1.07,48,88.9,17.4,Constrained,1,66.0,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0493,DDR5_COMPONENT,DDR5,COMPONENT,24,,2400,4800,1.1,-40,95,16,CL40,102,VFBGA,1.5Gb x16,,Production,7.5,14.0,1.0,774,518,1.49,207,0.4,127,0.25,22,92.8,-30.8,Watch,0,22.3,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0494,DDR5_COMPONENT,DDR5,COMPONENT,32,,2400,4800,1.1,-40,95,8,CL40,102,VFBGA,4Gb x8,,Production,7.5,14.0,1.0,2658,603,4.41,683,1.133,1772,2.94,22,86.1,9.6,Watch,0,28.6,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0495,DDR5_COMPONENT,DDR5,COMPONENT,32,,2600,5200,1.1,0,95,8,CL42,82,VFBGA,4Gb x8,,Production,7.5,14.0,1.0,155,118,1.32,0,0.0,372,3.16,41,94.9,-10.2,Watch,1,33.4,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0496,DDR5_COMPONENT,DDR5,COMPONENT,16,,3600,7200,1.1,-40,95,4,CL58,82,VFBGA,4Gb x4,,Sampling,7.5,14.0,1.0,836,256,3.27,52,0.203,451,1.76,19,93.2,14.0,None,0,19.4,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0497,DDR5_COMPONENT,DDR5,COMPONENT,16,,3600,7200,1.1,0,95,8,CL58,82,VFBGA,2Gb x8,,Production,7.5,14.0,1.0,112,53,2.11,40,0.755,124,2.34,44,91.1,22.0,Watch,1,66.2,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0498,DDR5_COMPONENT,DDR5,COMPONENT,16,,2400,4800,1.1,-40,95,16,CL40,78,VFBGA,1Gb x16,,Sampling,7.5,14.0,1.0,350,57,6.14,0,0.0,89,1.57,14,95.6,10.5,None,1,17.1,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0499,DDR5_COMPONENT,DDR5,COMPONENT,32,,2400,4800,1.1,0,95,8,CL40,82,VFBGA,4Gb x8,,Production,7.5,14.0,1.0,345,174,1.99,77,0.443,16,0.09,31,82.5,27.8,Watch,1,40.5,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0500,DDR5_COMPONENT,DDR5,COMPONENT,16,,2400,4800,1.1,-40,95,8,CL40,82,VFBGA,2Gb x8,,Sampling,7.5,14.0,1.0,385,189,2.04,489,2.587,409,2.17,67,94.5,-21.2,Constrained,1,98.3,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0501,DDR5_COMPONENT,DDR5,COMPONENT,16,,2400,4800,1.1,0,95,4,CL40,82,VFBGA,4Gb x4,,Contact Sales,7.5,14.0,1.0,803,163,4.93,359,2.202,190,1.17,39,89.4,19.8,Constrained,0,62.5,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0502,DDR5_COMPONENT,DDR5,COMPONENT,24,,2400,4800,1.1,-40,95,8,CL40,78,VFBGA,3Gb x8,,Production,7.5,14.0,1.0,776,175,4.44,0,0.0,167,0.96,14,89.5,-3.4,None,0,10.4,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0503,DDR5_COMPONENT,DDR5,COMPONENT,24,,3200,6400,1.1,-40,95,16,CL52,102,VFBGA,1.5Gb x16,,Contact Sales,7.5,14.0,1.0,550,60,9.17,47,0.783,111,1.86,14,93.5,-2.5,Watch,1,17.1,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0504,DDR5_COMPONENT,DDR5,COMPONENT,16,,2400,4800,1.1,0,95,4,CL40,102,VFBGA,4Gb x4,,Production,7.5,14.0,1.0,491,106,4.64,0,0.0,265,2.51,14,96.8,-3.4,None,0,17.1,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0505,DDR5_COMPONENT,DDR5,COMPONENT,24,,2600,5200,1.1,-40,95,16,CL42,102,VFBGA,1.5Gb x16,,Production,7.5,14.0,1.0,67,66,1.02,66,1.0,37,0.56,60,95.9,24.2,Constrained,1,69.6,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0506,DDR5_COMPONENT,DDR5,COMPONENT,32,,2600,5200,1.1,-40,95,8,CL42,82,VFBGA,4Gb x8,,Production,7.5,14.0,1.0,128,206,0.63,0,0.0,137,0.67,39,97.0,16.5,Constrained,1,41.5,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0507,DDR5_COMPONENT,DDR5,COMPONENT,32,,2800,5600,1.1,0,95,4,CL46,102,VFBGA,8Gb x4,,Production,7.5,14.0,1.0,304,132,2.31,84,0.636,240,1.82,17,90.7,21.5,None,0,22.1,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0508,DDR5_COMPONENT,DDR5,COMPONENT,16,,3200,6400,1.1,0,95,16,CL52,82,VFBGA,1Gb x16,,Production,7.5,14.0,1.0,363,423,0.86,28,0.066,514,1.22,17,92.9,0.5,Constrained,0,20.1,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0509,DDR5_COMPONENT,DDR5,COMPONENT,16,,3600,7200,1.1,0,95,16,CL58,102,VFBGA,1Gb x16,,End of Life,7.5,14.0,1.0,181,167,1.09,92,0.551,106,0.63,20,89.6,-28.7,Constrained,0,28.2,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0510,DDR5_COMPONENT,DDR5,COMPONENT,24,,3200,6400,1.1,0,95,4,CL52,82,VFBGA,6Gb x4,,Production,7.5,14.0,1.0,739,291,2.54,6,0.021,288,0.99,24,97.0,-15.0,None,0,25.5,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0511,DDR5_COMPONENT,DDR5,COMPONENT,16,,3600,7200,1.1,-40,95,4,CL58,78,VFBGA,4Gb x4,,Production,7.5,14.0,1.0,110,58,1.9,36,0.621,85,1.47,48,77.8,24.5,Watch,1,54.0,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0512,DDR5_COMPONENT,DDR5,COMPONENT,32,,3200,6400,1.1,-40,95,4,CL52,82,VFBGA,8Gb x4,,Production,7.5,14.0,1.0,678,185,3.67,22,0.119,517,2.8,14,92.5,3.2,None,0,15.8,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0513,DDR5_COMPONENT,DDR5,COMPONENT,32,,2400,4800,1.1,-40,95,4,CL40,78,VFBGA,8Gb x4,,Production,7.5,14.0,1.0,214,153,1.4,42,0.275,176,1.15,47,96.4,-29.1,Watch,1,44.9,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0514,DDR5_COMPONENT,DDR5,COMPONENT,16,,3600,7200,1.1,-40,95,16,CL58,102,VFBGA,1Gb x16,,Production,7.5,14.0,1.0,447,267,1.68,0,0.0,379,1.42,39,97.0,50.3,Watch,0,33.0,DS-DDR5-COMPONENT-FAMILY
ANM-D5C-0515,DDR5_COMPONENT,DDR5,COMPONENT,24,,2400,4800,1.1,-40,95,4,CL40,102,VFBGA,6Gb x4,,Sampling,7.5,14.0,1.0,395,207,1.91,204,0.986,117,0.57,44,87.5,-3.2,Watch,0,49.0,DS-DDR5-COMPONENT-FAMILY
